version,version_id,name,star,use,own,use_rate,own_rate,collection,rank_class
v3.2(Phase III),6,Venti,5,8160,31509,25.9,63.2,-,a
v3.2(Phase III),6,Candace,4,24,31011,0.1,62.2,-,f
v3.2(Phase III),6,Ganyu,5,9762,30561,31.9,61.3,-,a
v3.2(Phase III),6,Sangonomiya Kokomi,5,19947,28665,69.6,57.5,-,s
v3.2(Phase III),6,Layla,4,327,28635,1.1,57.4,-,f
v3.2(Phase III),6,Yelan,5,23604,28254,83.5,56.7,-,s1
v3.2(Phase III),6,Yoimiya,5,12183,23247,52.4,46.6,-,s
v3.2(Phase III),6,Hu Tao,5,12201,21510,56.7,43.1,-,s
v3.2(Phase III),6,Yae Miko,5,5790,21294,27.2,42.7,-,a
v3.2(Phase III),6,Tartaglia,5,10347,21156,48.9,42.4,-,s
v3.2(Phase III),6,Tighnari,5,3915,17520,22.3,35.1,-,a
v3.2(Phase III),6,Nilou,5,9441,17253,54.7,34.6,-,s
v3.2(Phase III),6,Xiao,5,1800,16590,10.8,33.3,-,b
v3.2(Phase III),6,Kamisato Ayato,5,4623,14937,30.9,30.0,-,a
v3.2(Phase III),6,Klee,5,963,14799,6.5,29.7,-,b
v3.2(Phase III),6,Eula,5,828,12543,6.6,25.2,-,b
v3.2(Phase III),6,Albedo,5,2328,12450,18.7,25.0,-,b
v3.2(Phase III),6,Arataki Itto,5,2040,11391,17.9,22.9,-,b
v3.2(Phase III),6,Shenhe,5,1722,10647,16.2,21.4,-,b
v3.2(Phase III),6,Cyno,5,1869,10125,18.5,20.3,-,b
v3.3(Phase I),7,Lisa,4,47,72892,0.1,100.0,-,f
v3.3(Phase I),7,Kaeya,4,211,72892,0.3,100.0,-,f
v3.3(Phase I),7,Ambor,4,22,72892,0.1,100.0,-,f
v3.3(Phase I),7,Collei,4,2098,72892,2.9,100.0,-,f
v3.3(Phase I),7,Barbara,4,5908,72892,8.1,100.0,-,b
v3.3(Phase I),7,Noelle,4,1904,72892,2.6,100.0,-,f
v3.3(Phase I),7,Xiangling,4,39613,72892,54.4,100.0,-,s
v3.3(Phase I),7,Bennett,4,61141,72792,84.0,99.9,-,s1
v3.3(Phase I),7,Fischl,4,9948,72442,13.7,99.9,-,b
v3.3(Phase I),7,Xingqiu,4,42688,72499,58.9,99.9,-,s
v3.3(Phase I),7,Dori,4,158,71929,0.2,98.7,-,f
v3.3(Phase I),7,Thoma,4,421,71911,0.6,98.7,-,f
v3.3(Phase I),7,Razor,4,35,71947,0.1,98.7,-,f
v3.3(Phase I),7,Ningguang,4,9336,71770,13.0,98.5,-,b
v3.3(Phase I),7,Sucrose,4,1931,71835,2.7,98.5,-,f
v3.3(Phase I),7,Yanfei,4,427,71624,0.6,98.3,-,f
v3.3(Phase I),7,Diona,4,8518,71374,11.9,97.9,-,b
v3.3(Phase I),7,Xinyan,4,10,71309,0.1,97.8,-,f
v3.3(Phase I),7,Beidou,4,581,70717,0.8,97.0,-,f
v3.3(Phase I),7,Sayu,4,108,70290,0.2,96.4,-,f
v3.3(Phase I),7,Yun Jin,4,9634,69615,13.8,95.5,-,b
v3.3(Phase I),7,Rosaria,4,2617,69392,3.8,95.2,-,f
v3.3(Phase I),7,Chongyun,4,117,69380,0.2,95.2,-,f
v3.3(Phase I),7,Shikanoin Heizou,4,134,68038,0.2,93.3,-,f
v3.3(Phase I),7,Zhongli,5,59470,67666,87.9,92.8,-,s1
v3.3(Phase I),7,Kujou Sara,4,5300,66978,7.9,91.9,-,b
v3.3(Phase I),7,Gorou,4,8550,66961,12.8,91.9,-,b
v3.3(Phase I),7,Kaedehara Kazuha,5,42869,62322,68.8,85.5,-,s
v3.3(Phase I),7,Diluc,5,671,61567,1.1,84.5,-,f
v3.3(Phase I),7,Keqing,5,5938,61399,9.7,84.2,-,b
v3.3(Phase I),7,Mona,5,8269,61166,13.5,83.9,-,b
v3.3(Phase I),7,Nahida,5,43895,61059,71.9,83.8,-,s1
v3.3(Phase I),7,Kuki Shinobu,4,13950,60920,22.9,83.6,-,a
v3.3(Phase I),7,Qiqi,5,1099,60779,1.8,83.4,-,f
v3.3(Phase I),7,Jean,5,3272,60758,5.4,83.4,-,b
v3.3(Phase I),7,Raiden Shogun,5,33902,51550,65.8,70.7,-,s
v3.3(Phase I),7,Ayaka,5,17042,48337,35.3,66.3,-,s
v3.3(Phase I),7,Aloy,5,6,48181,0.1,66.1,-,f
v3.3(Phase I),7,Candace,4,17,46400,0.1,63.7,-,f
v3.3(Phase I),7,Venti,5,3624,45355,8.0,62.2,-,b
v3.3(Phase I),7,Ganyu,5,11825,43630,27.1,59.9,-,a
v3.3(Phase I),7,Faruzan,4,7857,43452,18.1,59.6,-,b
v3.3(Phase I),7,Layla,4,798,43394,1.8,59.5,-,f
v3.3(Phase I),7,Sangonomiya Kokomi,5,30134,41262,73.0,56.6,-,s1
v3.3(Phase I),7,Yelan,5,29098,39817,73.1,54.6,-,s1
v3.3(Phase I),7,Yoimiya,5,11302,32697,34.6,44.9,-,a
v3.3(Phase I),7,Tartaglia,5,10446,32655,32.0,44.8,-,a
v3.3(Phase I),7,Hu Tao,5,13335,31188,42.8,42.8,-,s
v3.3(Phase I),7,Yae Miko,5,10850,30400,35.7,41.7,-,s
v3.3(Phase I),7,Tighnari,5,3703,28431,13.0,39.0,-,b
v3.3(Phase I),7,Xiao,5,4571,26284,17.4,36.1,-,b
v3.3(Phase I),7,Wanderer,5,6761,24556,27.5,33.7,-,a
v3.3(Phase I),7,Nilou,5,11275,24230,46.5,33.2,-,s
v3.3(Phase I),7,Kamisato Ayato,5,6855,22998,29.8,31.6,-,a
v3.3(Phase I),7,Klee,5,565,21356,2.7,29.3,-,f
v3.3(Phase I),7,Arataki Itto,5,7969,20193,39.5,27.7,-,s
v3.3(Phase I),7,Albedo,5,6023,19993,30.1,27.4,-,a
v3.3(Phase I),7,Eula,5,1221,18174,6.7,24.9,-,b
v3.3(Phase I),7,Cyno,5,6765,16812,40.2,23.1,-,s
v3.3(Phase I),7,Shenhe,5,3700,14719,25.1,20.2,-,a
v3.3(Phase II),8,Lisa,4,52,72037,0.1,100.0,-,f
v3.3(Phase II),8,Kaeya,4,247,72037,0.3,100.0,-,f
v3.3(Phase II),8,Ambor,4,30,72037,0.1,100.0,-,f
v3.3(Phase II),8,Collei,4,1514,72037,2.1,100.0,-,f
v3.3(Phase II),8,Barbara,4,6648,72037,9.2,100.0,-,b
v3.3(Phase II),8,Noelle,4,1232,72037,1.7,100.0,-,f
v3.3(Phase II),8,Xiangling,4,39642,72037,55.1,100.0,-,s
v3.3(Phase II),8,Bennett,4,64424,71932,89.6,99.9,-,s1
v3.3(Phase II),8,Fischl,4,7408,71553,10.4,99.9,-,b
v3.3(Phase II),8,Xingqiu,4,42519,71529,59.4,99.9,-,s
v3.3(Phase II),8,Dori,4,67,70948,0.1,98.5,-,f
v3.3(Phase II),8,Thoma,4,509,70809,0.7,98.3,-,f
v3.3(Phase II),8,Razor,4,35,70814,0.1,98.3,-,f
v3.3(Phase II),8,Ningguang,4,6895,70512,9.8,97.9,-,b
v3.3(Phase II),8,Sucrose,4,2834,70502,4.0,97.9,-,f
v3.3(Phase II),8,Rosaria,4,2700,70444,3.8,97.8,-,f
v3.3(Phase II),8,Sayu,4,95,70392,0.1,97.7,-,f
v3.3(Phase II),8,Yanfei,4,434,70176,0.6,97.4,-,f
v3.3(Phase II),8,Diona,4,8680,70121,12.4,97.3,-,b
v3.3(Phase II),8,Xinyan,4,10,69776,0.1,96.9,-,f
v3.3(Phase II),8,Kujou Sara,4,10883,69336,15.7,96.3,-,b
v3.3(Phase II),8,Beidou,4,335,69108,0.5,95.9,-,f
v3.3(Phase II),8,Yun Jin,4,8787,68282,12.9,94.8,-,b
v3.3(Phase II),8,Shikanoin Heizou,4,151,67565,0.2,93.8,-,f
v3.3(Phase II),8,Chongyun,4,114,67476,0.2,93.7,-,f
v3.3(Phase II),8,Gorou,4,5827,65997,8.8,91.6,-,b
v3.3(Phase II),8,Zhongli,5,56072,65331,85.8,90.7,-,s1
v3.3(Phase II),8,Raiden Shogun,5,43686,60616,72.1,84.1,-,s1
v3.3(Phase II),8,Kaedehara Kazuha,5,44784,60307,74.3,83.7,-,s1
v3.3(Phase II),8,Kuki Shinobu,4,14962,60190,24.9,83.6,-,a
v3.3(Phase II),8,Diluc,5,588,59404,1.0,82.5,-,f
v3.3(Phase II),8,Keqing,5,4483,59363,7.6,82.4,-,b
v3.3(Phase II),8,Jean,5,3212,59068,5.4,82.0,-,b
v3.3(Phase II),8,Mona,5,8100,59047,13.7,82.0,-,b
v3.3(Phase II),8,Qiqi,5,1359,58761,2.3,81.6,-,f
v3.3(Phase II),8,Nahida,5,41185,57439,71.7,79.7,-,s1
v3.3(Phase II),8,Candace,4,17,46835,0.1,65.0,-,f
v3.3(Phase II),8,Ayaka,5,17010,45561,37.3,63.2,-,s
v3.3(Phase II),8,Layla,4,803,43866,1.8,60.9,-,f
v3.3(Phase II),8,Faruzan,4,9371,43000,21.8,59.7,-,a
v3.3(Phase II),8,Aloy,5,0,42499,0.1,59.0,-,f
v3.3(Phase II),8,Venti,5,3272,41718,7.8,57.9,-,b
v3.3(Phase II),8,Ganyu,5,10150,39806,25.5,55.3,-,a
v3.3(Phase II),8,Sangonomiya Kokomi,5,26906,36571,73.6,50.8,-,s1
v3.3(Phase II),8,Yelan,5,24791,34741,71.4,48.2,-,s1
v3.3(Phase II),8,Yoimiya,5,9720,31213,31.1,43.3,-,a
v3.3(Phase II),8,Tighnari,5,3250,29691,11.0,41.2,-,b
v3.3(Phase II),8,Tartaglia,5,9157,29331,31.2,40.7,-,a
v3.3(Phase II),8,Hu Tao,5,10423,26578,39.2,36.9,-,s
v3.3(Phase II),8,Yae Miko,5,9096,26530,34.3,36.8,-,a
v3.3(Phase II),8,Xiao,5,4708,24905,18.9,34.6,-,b
v3.3(Phase II),8,Wanderer,5,8320,24344,34.2,33.8,-,a
v3.3(Phase II),8,Kamisato Ayato,5,8532,23716,36.0,32.9,-,s
v3.3(Phase II),8,Nilou,5,9732,21233,45.8,29.5,-,s
v3.3(Phase II),8,Klee,5,601,18446,3.3,25.6,-,f
v3.3(Phase II),8,Arataki Itto,5,5561,17730,31.4,24.6,-,a
v3.3(Phase II),8,Albedo,5,3813,16725,22.8,23.2,-,a
v3.3(Phase II),8,Eula,5,1123,15339,7.3,21.3,-,b
v3.3(Phase II),8,Cyno,5,5134,14665,35.0,20.4,-,s
v3.3(Phase II),8,Shenhe,5,3020,11786,25.6,16.4,-,a
v3.4(Phase I),9,Lisa,4,49,69044,0.1,100.0,-,f
v3.4(Phase I),9,Kaeya,4,216,69044,0.3,100.0,-,f
v3.4(Phase I),9,Ambor,4,44,69044,0.1,100.0,-,f
v3.4(Phase I),9,Collei,4,1499,69044,2.2,100.0,-,f
v3.4(Phase I),9,Barbara,4,7806,69044,11.3,100.0,-,b
v3.4(Phase I),9,Noelle,4,1341,69044,1.9,100.0,-,f
v3.4(Phase I),9,Xiangling,4,40278,69044,58.4,100.0,-,s
v3.4(Phase I),9,Bennett,4,61998,68871,90.0,99.9,-,s1
v3.4(Phase I),9,Xingqiu,4,44015,68159,64.6,98.7,-,s
v3.4(Phase I),9,Fischl,4,6807,68020,10.0,98.5,-,b
v3.4(Phase I),9,Dori,4,93,67494,0.1,97.8,-,f
v3.4(Phase I),9,Rosaria,4,3255,67523,4.8,97.8,-,f
v3.4(Phase I),9,Razor,4,59,67522,0.1,97.8,-,f
v3.4(Phase I),9,Thoma,4,468,67486,0.7,97.7,-,f
v3.4(Phase I),9,Sayu,4,112,67412,0.2,97.6,-,f
v3.4(Phase I),9,Xinyan,4,30,66968,0.1,97.0,-,f
v3.4(Phase I),9,Sucrose,4,3176,66787,4.8,96.7,-,f
v3.4(Phase I),9,Ningguang,4,6644,66638,10.0,96.5,-,b
v3.4(Phase I),9,Kujou Sara,4,9581,66460,14.4,96.3,-,b
v3.4(Phase I),9,Yanfei,4,468,66420,0.7,96.2,-,f
v3.4(Phase I),9,Diona,4,9117,66324,13.7,96.1,-,b
v3.4(Phase I),9,Yun Jin,4,8811,65520,13.4,94.9,-,b
v3.4(Phase I),9,Beidou,4,330,65225,0.5,94.5,-,f
v3.4(Phase I),9,Shikanoin Heizou,4,165,64908,0.3,94.0,-,f
v3.4(Phase I),9,Chongyun,4,149,63341,0.2,91.7,-,f
v3.4(Phase I),9,Gorou,4,5165,62903,8.2,91.1,-,b
v3.4(Phase I),9,Zhongli,5,52427,60168,87.1,87.1,-,s1
v3.4(Phase I),9,Raiden Shogun,5,44612,58406,76.4,84.6,-,s1
v3.4(Phase I),9,Kuki Shinobu,4,17383,57824,30.1,83.7,-,a
v3.4(Phase I),9,Mona,5,8591,55072,15.6,79.8,-,b
v3.4(Phase I),9,Diluc,5,670,55092,1.2,79.8,-,f
v3.4(Phase I),9,Keqing,5,4150,54868,7.6,79.5,-,b
v3.4(Phase I),9,Qiqi,5,1592,54406,2.9,78.8,-,f
v3.4(Phase I),9,Jean,5,2654,54332,4.9,78.7,-,f
v3.4(Phase I),9,Kaedehara Kazuha,5,40011,53764,74.4,77.9,-,s1
v3.4(Phase I),9,Nahida,5,40109,52573,76.3,76.1,-,s1
v3.4(Phase I),9,Candace,4,32,46608,0.1,67.5,-,f
v3.4(Phase I),9,Layla,4,854,43293,2.0,62.7,-,f
v3.4(Phase I),9,Faruzan,4,8343,41558,20.1,60.2,-,a
v3.4(Phase I),9,Ayaka,5,16970,40371,42.0,58.5,-,s
v3.4(Phase I),9,Venti,5,3567,36889,9.7,53.4,-,b
v3.4(Phase I),9,Aloy,5,38,36423,0.1,52.8,-,f
v3.4(Phase I),9,Ganyu,5,10139,35493,28.6,51.4,-,a
v3.4(Phase I),9,Sangonomiya Kokomi,5,23786,31543,75.4,45.7,-,s1
v3.4(Phase I),9,Yoimiya,5,9749,29085,33.5,42.1,-,a
v3.4(Phase I),9,Tighnari,5,3195,28647,11.2,41.5,-,b
v3.4(Phase I),9,Yelan,5,20752,28507,72.8,41.3,-,s1
v3.4(Phase I),9,Tartaglia,5,8330,26407,31.5,38.2,-,a
v3.4(Phase I),9,Xiao,5,5158,24400,21.1,35.3,-,a
v3.4(Phase I),9,Yae Miko,5,8624,22671,38.0,32.8,-,s
v3.4(Phase I),9,Kamisato Ayato,5,9486,22603,42.0,32.7,-,s
v3.4(Phase I),9,Wanderer,5,6873,22266,30.9,32.2,-,a
v3.4(Phase I),9,Hu Tao,5,8562,21609,39.6,31.3,-,s
v3.4(Phase I),9,Yaoyao,4,648,21180,3.1,30.7,-,f
v3.4(Phase I),9,Nilou,5,7760,17612,44.1,25.5,-,s
v3.4(Phase I),9,Arataki Itto,5,4901,16164,30.3,23.4,-,a
v3.4(Phase I),9,Klee,5,870,15991,5.4,23.2,-,b
v3.4(Phase I),9,Albedo,5,3143,14004,22.5,20.3,-,a
v3.4(Phase I),9,Cyno,5,4119,13381,30.8,19.4,-,a
v3.4(Phase I),9,Eula,5,1092,12219,8.9,17.7,-,b
v3.4(Phase I),9,Alhaitham,5,2079,9576,21.7,13.9,-,a
v3.4(Phase I),9,Shenhe,5,2754,9205,29.9,13.3,-,a
v3.4(Phase II),10,Lisa,4,198,92265,0.2,100.0,-,f
v3.4(Phase II),10,Kaeya,4,257,92265,0.3,100.0,-,f
v3.4(Phase II),10,Ambor,4,19,92265,0.1,100.0,-,f
v3.4(Phase II),10,Collei,4,1969,92265,2.1,100.0,-,f
v3.4(Phase II),10,Barbara,4,5762,92265,6.3,100.0,-,b
v3.4(Phase II),10,Noelle,4,448,92265,0.5,100.0,-,f
v3.4(Phase II),10,Xiangling,4,52696,92265,57.2,100.0,-,s
v3.4(Phase II),10,Bennett,4,76462,92102,83.0,99.9,-,s1
v3.4(Phase II),10,Xingqiu,4,58315,92060,63.3,99.9,-,s
v3.4(Phase II),10,Fischl,4,12870,91214,14.1,98.9,-,b
v3.4(Phase II),10,Dori,4,96,90779,0.1,98.4,-,f
v3.4(Phase II),10,Thoma,4,570,90669,0.6,98.3,-,f
v3.4(Phase II),10,Xinyan,4,7,90624,0.1,98.2,-,f
v3.4(Phase II),10,Razor,4,70,90614,0.1,98.2,-,f
v3.4(Phase II),10,Rosaria,4,2342,90514,2.6,98.1,-,f
v3.4(Phase II),10,Sucrose,4,3121,90237,3.5,97.8,-,f
v3.4(Phase II),10,Sayu,4,70,90109,0.1,97.7,-,f
v3.4(Phase II),10,Ningguang,4,431,89749,0.5,97.3,-,f
v3.4(Phase II),10,Kujou Sara,4,10797,89388,12.1,96.9,-,b
v3.4(Phase II),10,Diona,4,9802,89379,11.0,96.9,-,b
v3.4(Phase II),10,Yanfei,4,324,89354,0.4,96.8,-,f
v3.4(Phase II),10,Yun Jin,4,2921,88896,3.3,96.3,-,f
v3.4(Phase II),10,Beidou,4,952,88123,1.1,95.5,-,f
v3.4(Phase II),10,Shikanoin Heizou,4,92,87017,0.1,94.3,-,f
v3.4(Phase II),10,Chongyun,4,127,86108,0.1,93.3,-,f
v3.4(Phase II),10,Gorou,4,3165,84510,3.7,91.6,-,f
v3.4(Phase II),10,Zhongli,5,62060,82722,75.0,89.7,-,s1
v3.4(Phase II),10,Raiden Shogun,5,59525,80181,74.2,86.9,-,s1
v3.4(Phase II),10,Kuki Shinobu,4,28955,78265,37.0,84.8,-,s
v3.4(Phase II),10,Yaoyao,4,5974,76538,7.8,83.0,-,b
v3.4(Phase II),10,Nahida,5,67559,76502,88.3,82.9,-,s1
v3.4(Phase II),10,Mona,5,8404,75932,11.1,82.3,-,b
v3.4(Phase II),10,Diluc,5,614,75900,0.8,82.3,-,f
v3.4(Phase II),10,Keqing,5,5973,75804,7.9,82.2,-,b
v3.4(Phase II),10,Jean,5,1981,75527,2.6,81.9,-,f
v3.4(Phase II),10,Qiqi,5,832,75128,1.1,81.4,-,f
v3.4(Phase II),10,Kaedehara Kazuha,5,57650,74905,77.0,81.2,-,s1
v3.4(Phase II),10,Candace,4,37,63197,0.1,68.5,-,f
v3.4(Phase II),10,Layla,4,1164,59998,1.9,65.0,-,f
v3.4(Phase II),10,Faruzan,4,7774,57040,13.6,61.8,-,b
v3.4(Phase II),10,Ayaka,5,17610,55518,31.7,60.2,-,a
v3.4(Phase II),10,Venti,5,5051,52386,9.6,56.8,-,b
v3.4(Phase II),10,Aloy,5,10,52258,0.1,56.6,-,f
v3.4(Phase II),10,Ganyu,5,7794,49984,15.6,54.2,-,b
v3.4(Phase II),10,Sangonomiya Kokomi,5,28133,44660,63.0,48.4,-,s
v3.4(Phase II),10,Yelan,5,26347,41916,62.9,45.4,-,s
v3.4(Phase II),10,Tighnari,5,8403,41645,20.2,45.1,-,a
v3.4(Phase II),10,Yoimiya,5,4643,38445,12.1,41.7,-,b
v3.4(Phase II),10,Tartaglia,5,15095,37505,40.2,40.6,-,s
v3.4(Phase II),10,Xiao,5,5495,35193,15.6,38.1,-,b
v3.4(Phase II),10,Yae Miko,5,17303,33965,50.9,36.8,-,s
v3.4(Phase II),10,Kamisato Ayato,5,11522,33064,34.8,35.8,-,a
v3.4(Phase II),10,Hu Tao,5,9160,32148,28.5,34.8,-,a
v3.4(Phase II),10,Wanderer,5,5240,29270,17.9,31.7,-,b
v3.4(Phase II),10,Alhaitham,5,17913,27937,64.1,30.3,-,s
v3.4(Phase II),10,Nilou,5,13240,25920,51.1,28.1,-,s
v3.4(Phase II),10,Klee,5,483,22937,2.1,24.9,-,f
v3.4(Phase II),10,Arataki Itto,5,3075,21089,14.6,22.9,-,b
v3.4(Phase II),10,Albedo,5,2237,19677,11.4,21.3,-,b
v3.4(Phase II),10,Cyno,5,4527,18797,24.1,20.4,-,a
v3.4(Phase II),10,Eula,5,1083,18731,5.8,20.3,-,b
v3.4(Phase II),10,Shenhe,5,3184,14242,22.4,15.4,-,a
v3.4(Phase III),11,Lisa,4,259,119726,0.2,100.0,-,f
v3.4(Phase III),11,Kaeya,4,357,119726,0.3,100.0,-,f
v3.4(Phase III),11,Ambor,4,43,119726,0.1,100.0,-,f
v3.4(Phase III),11,Collei,4,1828,119726,1.5,100.0,-,f
v3.4(Phase III),11,Barbara,4,6346,119726,5.3,100.0,-,b
v3.4(Phase III),11,Xingqiu,4,78914,119695,65.9,100.0,-,s
v3.4(Phase III),11,Noelle,4,517,119726,0.4,100.0,-,f
v3.4(Phase III),11,Xiangling,4,64161,119726,53.6,100.0,-,s
v3.4(Phase III),11,Ningguang,4,240,118717,0.2,99.9,-,f
v3.4(Phase III),11,Bennett,4,93780,119394,78.5,99.9,-,s1
v3.4(Phase III),11,Beidou,4,1613,118440,1.4,98.9,-,f
v3.4(Phase III),11,Dori,4,146,117856,0.1,98.4,-,f
v3.4(Phase III),11,Fischl,4,12340,117393,10.5,98.1,-,b
v3.4(Phase III),11,Razor,4,135,117331,0.1,98.0,-,f
v3.4(Phase III),11,Rosaria,4,2244,117116,1.9,97.8,-,f
v3.4(Phase III),11,Xinyan,4,38,116906,0.1,97.6,-,f
v3.4(Phase III),11,Thoma,4,1123,116776,1.0,97.5,-,f
v3.4(Phase III),11,Sayu,4,130,116666,0.1,97.4,-,f
v3.4(Phase III),11,Sucrose,4,3795,116304,3.3,97.1,-,f
v3.4(Phase III),11,Kujou Sara,4,11739,115960,10.1,96.9,-,b
v3.4(Phase III),11,Yanfei,4,297,115031,0.3,96.1,-,f
v3.4(Phase III),11,Diona,4,11288,114691,9.8,95.8,-,b
v3.4(Phase III),11,Yun Jin,4,3351,114615,2.9,95.7,-,f
v3.4(Phase III),11,Shikanoin Heizou,4,101,112302,0.1,93.8,-,f
v3.4(Phase III),11,Chongyun,4,144,110916,0.1,92.6,-,f
v3.4(Phase III),11,Gorou,4,2915,109254,2.7,91.3,-,f
v3.4(Phase III),11,Zhongli,5,85175,105062,81.1,87.8,-,s1
v3.4(Phase III),11,Kuki Shinobu,4,38993,102661,38.0,85.7,-,s
v3.4(Phase III),11,Raiden Shogun,5,72170,102635,70.3,85.7,-,s1
v3.4(Phase III),11,Yaoyao,4,8125,101437,8.0,84.7,-,b
v3.4(Phase III),11,Diluc,5,778,99369,0.8,83.0,-,f
v3.4(Phase III),11,Mona,5,12220,99211,12.3,82.9,-,b
v3.4(Phase III),11,Keqing,5,5846,99033,5.9,82.7,-,b
v3.4(Phase III),11,Jean,5,2637,98598,2.7,82.4,-,f
v3.4(Phase III),11,Qiqi,5,914,98452,0.9,82.2,-,f
v3.4(Phase III),11,Nahida,5,83322,97312,85.6,81.3,-,s1
v3.4(Phase III),11,Yelan,5,66744,95638,69.8,79.9,-,s
v3.4(Phase III),11,Kaedehara Kazuha,5,71130,92520,76.9,77.3,-,s1
v3.4(Phase III),11,Candace,4,79,85302,0.1,71.2,-,f
v3.4(Phase III),11,Layla,4,2455,81070,3.0,67.7,-,f
v3.4(Phase III),11,Faruzan,4,8712,77137,11.3,64.4,-,b
v3.4(Phase III),11,Ayaka,5,17559,67733,25.9,56.6,-,a
v3.4(Phase III),11,Venti,5,5367,66596,8.1,55.6,-,b
v3.4(Phase III),11,Hu Tao,5,24722,64433,38.4,53.8,-,s
v3.4(Phase III),11,Ganyu,5,7471,63662,11.7,53.2,-,b
v3.4(Phase III),11,Aloy,5,10,63265,0.1,52.8,-,f
v3.4(Phase III),11,Tighnari,5,9557,60383,15.8,50.4,-,b
v3.4(Phase III),11,Sangonomiya Kokomi,5,30741,54406,56.5,45.4,-,s
v3.4(Phase III),11,Yoimiya,5,6219,49374,12.6,41.2,-,b
v3.4(Phase III),11,Tartaglia,5,19548,48980,39.9,40.9,-,s
v3.4(Phase III),11,Xiao,5,5141,44300,11.6,37.0,-,b
v3.4(Phase III),11,Yae Miko,5,20191,42336,47.7,35.4,-,s
v3.4(Phase III),11,Kamisato Ayato,5,12870,40253,32.0,33.6,-,a
v3.4(Phase III),11,Alhaitham,5,27129,39503,68.7,33.0,-,s
v3.4(Phase III),11,Wanderer,5,6580,37596,17.5,31.4,-,b
v3.4(Phase III),11,Nilou,5,14712,31426,46.8,26.2,-,s
v3.4(Phase III),11,Klee,5,699,29573,2.4,24.7,-,f
v3.4(Phase III),11,Arataki Itto,5,2832,26471,10.7,22.1,-,b
v3.4(Phase III),11,Albedo,5,2222,24704,9.0,20.6,-,b
v3.4(Phase III),11,Eula,5,1305,23192,5.6,19.4,-,b
v3.4(Phase III),11,Cyno,5,3778,23110,16.4,19.3,-,b
v3.4(Phase III),11,Shenhe,5,3106,17102,18.2,14.3,-,b
v3.5(Phase I),12,Lisa,4,25,120627,0.1,100.0,-,f
v3.5(Phase I),12,Kaeya,4,546,120627,0.5,100.0,-,f
v3.5(Phase I),12,Ambor,4,76,120627,0.1,100.0,-,f
v3.5(Phase I),12,Collei,4,1223,120627,1.0,100.0,-,f
v3.5(Phase I),12,Barbara,4,5956,120627,4.9,100.0,-,f
v3.5(Phase I),12,Xingqiu,4,86283,120602,71.5,100.0,-,s1
v3.5(Phase I),12,Noelle,4,282,120627,0.2,100.0,-,f
v3.5(Phase I),12,Xiangling,4,84139,120627,69.8,100.0,-,s
v3.5(Phase I),12,Ningguang,4,252,119873,0.2,99.9,-,f
v3.5(Phase I),12,Beidou,4,671,119581,0.6,99.9,-,f
v3.5(Phase I),12,Bennett,4,105335,120476,87.4,99.9,-,s1
v3.5(Phase I),12,Dori,4,153,118333,0.1,98.1,-,f
v3.5(Phase I),12,Rosaria,4,4230,118393,3.6,98.1,-,f
v3.5(Phase I),12,Razor,4,84,118369,0.1,98.1,-,f
v3.5(Phase I),12,Fischl,4,10327,117580,8.8,97.5,-,b
v3.5(Phase I),12,Thoma,4,1292,117490,1.1,97.4,-,f
v3.5(Phase I),12,Sayu,4,137,117522,0.1,97.4,-,f
v3.5(Phase I),12,Xinyan,4,26,117525,0.1,97.4,-,f
v3.5(Phase I),12,Kujou Sara,4,8465,117136,7.2,97.1,-,b
v3.5(Phase I),12,Sucrose,4,3534,116696,3.0,96.7,-,f
v3.5(Phase I),12,Yanfei,4,1018,115654,0.9,95.9,-,f
v3.5(Phase I),12,Yun Jin,4,3420,115076,3.0,95.4,-,f
v3.5(Phase I),12,Diona,4,13541,115096,11.8,95.4,-,b
v3.5(Phase I),12,Shikanoin Heizou,4,108,112780,0.1,93.5,-,f
v3.5(Phase I),12,Chongyun,4,605,111568,0.5,92.5,-,f
v3.5(Phase I),12,Gorou,4,1766,110129,1.6,91.3,-,f
v3.5(Phase I),12,Raiden Shogun,5,77846,105360,73.9,87.3,-,s1
v3.5(Phase I),12,Yaoyao,4,7542,103795,7.3,86.0,-,b
v3.5(Phase I),12,Kuki Shinobu,4,40737,103405,39.4,85.7,-,s
v3.5(Phase I),12,Zhongli,5,67322,103077,65.3,85.5,-,s
v3.5(Phase I),12,Yelan,5,81855,102440,79.9,84.9,-,s1
v3.5(Phase I),12,Diluc,5,1468,101782,1.4,84.4,-,f
v3.5(Phase I),12,Mona,5,16431,100932,16.3,83.7,-,b
v3.5(Phase I),12,Keqing,5,5202,100776,5.2,83.5,-,b
v3.5(Phase I),12,Nahida,5,82733,100783,82.1,83.5,-,s1
v3.5(Phase I),12,Qiqi,5,936,100429,0.9,83.3,-,f
v3.5(Phase I),12,Jean,5,3218,100525,3.2,83.3,-,f
v3.5(Phase I),12,Kaedehara Kazuha,5,64593,90794,71.1,75.3,-,s1
v3.5(Phase I),12,Candace,4,22,86927,0.1,72.1,-,f
v3.5(Phase I),12,Layla,4,2488,83795,3.0,69.5,-,f
v3.5(Phase I),12,Faruzan,4,6022,78997,7.6,65.5,-,b
v3.5(Phase I),12,Ayaka,5,29627,70049,42.3,58.1,-,s
v3.5(Phase I),12,Hu Tao,5,33169,69605,47.7,57.7,-,s
